MARCA,MODELO,INDUSTRIA,NDESERIE,APROBACION,desde,hasta,TIPO
ANCA, NEO,argentina,NEO-0027,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA,NEO,argentina,NEO-0027,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA, NEO,argentina,NEO-0028,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA,NEO,argentina,NEO-0028,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA, NEO,argentina,NEO-0030,DNCI Nº 759/10,03/06/2015,02/06/2016, FIJO
ANCA,NEO,argentina,NEO-0030,DNCI Nº 759/10,03/06/2015,02/06/2016, FIJO
ANCA, NEO,argentina,NEO-0031,DNCI Nº 759/10,10/12/2014,09/12/2015, FIJO
ANCA,NEO,argentina,NEO-0031,DNCI Nº 759/10,10/12/2014,09/12/2015, FIJO
ANCA, NEO,argentina,NEO-0032,DNCI Nº 759/10,10/12/2014,09/12/2015, FIJO
ANCA,NEO,argentina,NEO-0032,DNCI Nº 759/10,10/12/2014,09/12/2015, FIJO
ANCA, NEO,argentina,NEO-0033,DNCI Nº 759/10,08/10/2015,07/10/2016, FIJO
ANCA,NEO,argentina,NEO-0033,DNCI Nº 759/10,08/10/2015,07/10/2016, FIJO
ANCA, NEO,argentina,NEO-0033,DNCI Nº 759/10,24/02/2015,23/02/2016, FIJO
ANCA,NEO,argentina,NEO-0033,DNCI Nº 759/10,24/02/2015,23/02/2016, FIJO
ANCA, NEO,argentina,NEO-0034,DNCI Nº 759/10,24/02/2015,23/02/2016, FIJO
ANCA,NEO,argentina,NEO-0034,DNCI Nº 759/10,24/02/2015,23/02/2016, FIJO
ANCA, NEO,argentina,NEO-0035,DNCI Nº 759/10,08/11/2013,07/11/2014, FIJO
ANCA,NEO,argentina,NEO-0035,DNCI Nº 759/10,08/11/2013,07/11/2014, FIJO
ANCA, NEO,argentina,NEO-0035,DNCI Nº 759/10,20/11/2014,19/11/2015, FIJO
ANCA,NEO,argentina,NEO-0035,DNCI Nº 759/10,20/11/2014,19/11/2015, FIJO
ANCA, NEO,argentina,NEO-0036,DNCI Nº 759/10,08/11/2013,07/11/2014, FIJO
ANCA,NEO,argentina,NEO-0036,DNCI Nº 759/10,08/11/2013,07/11/2014, FIJO
ANCA, NEO,argentina,NEO-0036,DNCI Nº 759/10,20/11/2014,19/11/2015, FIJO
ANCA,NEO,argentina,NEO-0036,DNCI Nº 759/10,20/11/2014,19/11/2015, FIJO
ANCA, NEO,argentina,NEO-0037,DNCI Nº 759/10,16/01/2015,15/01/2016, FIJO
ANCA,NEO,argentina,NEO-0037,DNCI Nº 759/10,16/01/2015,15/01/2016, FIJO
ANCA, NEO,argentina,NEO-0037,DNCI Nº 759/10,27/01/2014,26/01/2015, FIJO
ANCA,NEO,argentina,NEO-0037,DNCI Nº 759/10,27/01/2014,26/01/2015, FIJO
ANCA, NEO,argentina,NEO-0038,DNCI Nº 759/10,16/01/2015,15/01/2016, FIJO
ANCA,NEO,argentina,NEO-0038,DNCI Nº 759/10,16/01/2015,15/01/2016, FIJO
ANCA, NEO,argentina,NEO-0038,DNCI Nº 759/10,27/01/2014,26/01/2015, FIJO
ANCA,NEO,argentina,NEO-0038,DNCI Nº 759/10,27/01/2014,26/01/2015, FIJO
ANCA, NEO,argentina,NEO-0039,DNCI Nº 759/10,22/11/2013,21/11/2014, FIJO
ANCA,NEO,argentina,NEO-0039,DNCI Nº 759/10,22/11/2013,21/11/2014, FIJO
ANCA, NEO,argentina,NEO-0040,DNCI Nº 759/10,22/11/2013,21/11/2014, FIJO
ANCA,NEO,argentina,NEO-0040,DNCI Nº 759/10,22/11/2013,21/11/2014, FIJO
ANCA, NEO,argentina,NEO-0041,DNCI Nº 759/10,22/11/2013,21/11/2014, FIJO
ANCA,NEO,argentina,NEO-0041,DNCI Nº 759/10,22/11/2013,21/11/2014, FIJO
ANCA, NEO,argentina,NEO-0042,DNCI Nº 759/10,16/01/2014,15/01/2015, FIJO
ANCA,NEO,argentina,NEO-0042,DNCI Nº 759/10,16/01/2014,15/01/2015, FIJO
ANCA, NEO,argentina,NEO-0043,DNCI Nº 759/10,12/06/2015,11/06/2016, FIJO
ANCA,NEO,argentina,NEO-0043,DNCI Nº 759/10,12/06/2015,11/06/2016, FIJO
ANCA, NEO,argentina,NEO-0043,DNCI Nº 759/10,28/05/2013,27/05/2014, FIJO
ANCA,NEO,argentina,NEO-0043,DNCI Nº 759/10,28/05/2013,27/05/2014, FIJO
ANCA, NEO,argentina,NEO-0044,DNCI Nº 759/10,20/05/2015,19/05/2016, FIJO
ANCA,NEO,argentina,NEO-0044,DNCI Nº 759/10,20/05/2015,19/05/2016, FIJO
ANCA, NEO,argentina,NEO-0044,DNCI Nº 759/10,22/05/2014,21/05/2015, FIJO
ANCA,NEO,argentina,NEO-0044,DNCI Nº 759/10,22/05/2014,21/05/2015, FIJO
ANCA, NEO,argentina,NEO-0045,DNCI Nº 759/10,20/05/2015,19/05/2016, FIJO
ANCA,NEO,argentina,NEO-0045,DNCI Nº 759/10,20/05/2015,19/05/2016, FIJO
ANCA, NEO,argentina,NEO-0045,DNCI Nº 759/10,22/05/2014,21/05/2015, FIJO
ANCA,NEO,argentina,NEO-0045,DNCI Nº 759/10,22/05/2014,21/05/2015, FIJO
ANCA, NEO,argentina,NEO-0046,DNCI Nº 759/10,12/06/2015,11/06/2016, FIJO
ANCA,NEO,argentina,NEO-0046,DNCI Nº 759/10,12/06/2015,11/06/2016, FIJO
ANCA, NEO,argentina,NEO-0047,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0047,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0048,DNCI Nº 759/10,01/07/2015,30/06/2016, FIJO
ANCA,NEO,argentina,NEO-0048,DNCI Nº 759/10,01/07/2015,30/06/2016, FIJO
ANCA, NEO,argentina,NEO-0048,DNCI Nº 759/10,20/07/2016,19/07/2017, FIJO
ANCA,NEO,argentina,NEO-0048,DNCI Nº 759/10,20/07/2016,19/07/2017, FIJO
ANCA, NEO,argentina,NEO-0049,DNCI Nº 759/10,01/07/2015,30/06/2016, FIJO
ANCA,NEO,argentina,NEO-0049,DNCI Nº 759/10,01/07/2015,30/06/2016, FIJO
ANCA, NEO,argentina,NEO-0049,DNCI Nº 759/10,20/07/2016,19/07/2017, FIJO
ANCA,NEO,argentina,NEO-0049,DNCI Nº 759/10,20/07/2016,19/07/2017, FIJO
ANCA, NEO,argentina,NEO-0050,DNCI Nº 759/10,13/07/2015,12/07/2016, FIJO
ANCA,NEO,argentina,NEO-0050,DNCI Nº 759/10,13/07/2015,12/07/2016, FIJO
ANCA, NEO,argentina,NEO-0050,DNCI Nº 759/10,24/07/2014,23/07/2015, FIJO
ANCA,NEO,argentina,NEO-0050,DNCI Nº 759/10,24/07/2014,23/07/2015, FIJO
ANCA, NEO,argentina,NEO-0051,DNCI Nº 759/10,13/07/2015,12/07/2016, FIJO
ANCA,NEO,argentina,NEO-0051,DNCI Nº 759/10,13/07/2015,12/07/2016, FIJO
ANCA, NEO,argentina,NEO-0051,DNCI Nº 759/10,24/07/2014,23/07/2015, FIJO
ANCA,NEO,argentina,NEO-0051,DNCI Nº 759/10,24/07/2014,23/07/2015, FIJO
ANCA, NEO,argentina,NEO-0052,DNCI Nº 759/10,07/11/2014,06/11/2015, FIJO
ANCA,NEO,argentina,NEO-0052,DNCI Nº 759/10,07/11/2014,06/11/2015, FIJO
ANCA, NEO,argentina,NEO-0052,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA,NEO,argentina,NEO-0052,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA, NEO,argentina,NEO-0053,DNCI Nº 759/10,07/11/2014,06/11/2015, FIJO
ANCA,NEO,argentina,NEO-0053,DNCI Nº 759/10,07/11/2014,06/11/2015, FIJO
ANCA, NEO,argentina,NEO-0053,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA,NEO,argentina,NEO-0053,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA, NEO,argentina,NEO-0054,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA,NEO,argentina,NEO-0054,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA, NEO,argentina,NEO-0054,DNCI Nº 759/10,30/09/2015,29/09/2016, FIJO
ANCA,NEO,argentina,NEO-0054,DNCI Nº 759/10,30/09/2015,29/09/2016, FIJO
ANCA, NEO,argentina,NEO-0055,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0055,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0056,DNCI Nº 759/10,23/06/2015,22/06/2016, FIJO
ANCA,NEO,argentina,NEO-0056,DNCI Nº 759/10,23/06/2015,22/06/2016, FIJO
ANCA, NEO,argentina,NEO-0056,DNCI Nº 759/10,24/06/2014,23/06/2015, FIJO
ANCA,NEO,argentina,NEO-0056,DNCI Nº 759/10,24/06/2014,23/06/2015, FIJO
ANCA, NEO,argentina,NEO-0057,DNCI Nº 759/10,14/10/2014,13/10/2015, FIJO
ANCA,NEO,argentina,NEO-0057,DNCI Nº 759/10,14/10/2014,13/10/2015, FIJO
ANCA, NEO,argentina,NEO-0057,DNCI Nº 759/10,17/10/2013,16/10/2014, FIJO
ANCA,NEO,argentina,NEO-0057,DNCI Nº 759/10,17/10/2013,16/10/2014, FIJO
ANCA, NEO,argentina,NEO-0058,DNCI Nº 759/10,28/09/2015,27/09/2016, FIJO
ANCA,NEO,argentina,NEO-0058,DNCI Nº 759/10,28/09/2015,27/09/2016, FIJO
ANCA, NEO,argentina,NEO-0058,DNCI Nº 759/10,29/01/2015,28/01/2016, FIJO
ANCA,NEO,argentina,NEO-0058,DNCI Nº 759/10,29/01/2015,28/01/2016, FIJO
ANCA, NEO,argentina,NEO-0059,DNCI Nº 759/10,28/09/2015,27/09/2016, FIJO
ANCA,NEO,argentina,NEO-0059,DNCI Nº 759/10,28/09/2015,27/09/2016, FIJO
ANCA, NEO,argentina,NEO-0059,DNCI Nº 759/10,29/01/2015,28/01/2016, FIJO
ANCA,NEO,argentina,NEO-0059,DNCI Nº 759/10,29/01/2015,28/01/2016, FIJO
ANCA, NEO,argentina,NEO-0060,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA,NEO,argentina,NEO-0060,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA, NEO,argentina,NEO-0061,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0061,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0062,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0062,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0063,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0063,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0064,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0064,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0065,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0065,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0066,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0066,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0067,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0067,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0068,DNCI Nº 759/10,21/05/2015,20/05/2016, FIJO
ANCA,NEO,argentina,NEO-0068,DNCI Nº 759/10,21/05/2015,20/05/2016, FIJO
ANCA, NEO,argentina,NEO-0068,DNCI Nº 759/10,22/08/2016,21/08/2017, FIJO
ANCA,NEO,argentina,NEO-0068,DNCI Nº 759/10,22/08/2016,21/08/2017, FIJO
ANCA, NEO,argentina,NEO-0069,DNCI Nº 759/10,21/05/2015,20/05/2016, FIJO
ANCA,NEO,argentina,NEO-0069,DNCI Nº 759/10,21/05/2015,20/05/2016, FIJO
ANCA, NEO,argentina,NEO-0069,DNCI Nº 759/10,22/08/2016,21/08/2017, FIJO
ANCA,NEO,argentina,NEO-0069,DNCI Nº 759/10,22/08/2016,21/08/2017, FIJO
ANCA, NEO,argentina,NEO-0070,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0070,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0071,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0071,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0071,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA,NEO,argentina,NEO-0071,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA, NEO,argentina,NEO-0072,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0072,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0072,DNCI Nº 759/10,11/07/2014,10/07/2015, FIJO
ANCA,NEO,argentina,NEO-0072,DNCI Nº 759/10,11/07/2014,10/07/2015, FIJO
ANCA, NEO,argentina,NEO-0073,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0073,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0073,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA,NEO,argentina,NEO-0073,DNCI Nº 759/10,24/02/2016,23/02/2017, FIJO
ANCA, NEO,argentina,NEO-0074,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0074,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0074,DNCI Nº 759/10,11/07/2014,10/07/2015, FIJO
ANCA,NEO,argentina,NEO-0074,DNCI Nº 759/10,11/07/2014,10/07/2015, FIJO
ANCA, NEO,argentina,NEO-0075,DNCI Nº 759/10,13/05/2014,12/05/2015, FIJO
ANCA,NEO,argentina,NEO-0075,DNCI Nº 759/10,13/05/2014,12/05/2015, FIJO
ANCA, NEO,argentina,NEO-0075,DNCI Nº 759/10,21/05/2015,20/05/2016, FIJO
ANCA,NEO,argentina,NEO-0075,DNCI Nº 759/10,21/05/2015,20/05/2016, FIJO
ANCA, NEO,argentina,NEO-0076,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0076,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0076,DNCI Nº 759/10,23/02/2016,22/02/2017, FIJO
ANCA,NEO,argentina,NEO-0076,DNCI Nº 759/10,23/02/2016,22/02/2017, FIJO
ANCA, NEO,argentina,NEO-0077,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA,NEO,argentina,NEO-0077,DNCI Nº 759/10,13/02/2015,12/02/2016, FIJO
ANCA, NEO,argentina,NEO-0077,DNCI Nº 759/10,23/02/2016,22/02/2017, FIJO
ANCA,NEO,argentina,NEO-0077,DNCI Nº 759/10,23/02/2016,22/02/2017, FIJO
ANCA, NEO,argentina,NEO-0078,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0078,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0079,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0079,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0080,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA,NEO,argentina,NEO-0080,DNCI Nº 759/10,14/04/2015,13/04/2016, FIJO
ANCA, NEO,argentina,NEO-0081,DNCI Nº 759/10,24/06/2014,23/06/2015, FIJO
ANCA,NEO,argentina,NEO-0081,DNCI Nº 759/10,24/06/2014,23/06/2015, FIJO
ANCA, NEO,argentina,NEO-0081,DNCI Nº 759/10,29/06/2015,28/06/2016, FIJO
ANCA,NEO,argentina,NEO-0081,DNCI Nº 759/10,29/06/2015,28/06/2016, FIJO
ANCA, NEO,argentina,NEO-0082,DNCI Nº 759/10,24/06/2014,23/06/2015, FIJO
ANCA,NEO,argentina,NEO-0082,DNCI Nº 759/10,24/06/2014,23/06/2015, FIJO
ANCA, NEO,argentina,NEO-0082,DNCI Nº 759/10,29/06/2015,28/06/2016, FIJO
ANCA,NEO,argentina,NEO-0082,DNCI Nº 759/10,29/06/2015,28/06/2016, FIJO
ANCA, NEO,argentina,NEO-0085,DNCI Nº 759/10,19/05/2016,18/05/2017, FIJO
ANCA,NEO,argentina,NEO-0085,DNCI Nº 759/10,19/05/2016,18/05/2017, FIJO
ANCA, NEO,argentina,NEO-0086,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0086,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0087,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0087,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0087,DNCI Nº 759/10,11/07/2014,10/07/2015, FIJO
ANCA,NEO,argentina,NEO-0087,DNCI Nº 759/10,11/07/2014,10/07/2015, FIJO
ANCA, NEO,argentina,NEO-0090,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA,NEO,argentina,NEO-0090,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA, NEO,argentina,NEO-0093,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA,NEO,argentina,NEO-0093,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA, NEO,argentina,NEO-0094,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0094,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0096,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA,NEO,argentina,NEO-0096,DNCI Nº 759/10,22/09/2014,21/09/2015, FIJO
ANCA, NEO,argentina,NEO-0097,DNCI Nº 759/10,28/09/2015,27/09/2016, FIJO
ANCA,NEO,argentina,NEO-0097,DNCI Nº 759/10,28/09/2015,27/09/2016, FIJO
ANCA, NEO,argentina,NEO-0098,DNCI Nº 759/10,07/08/2015,06/08/2016, FIJO
ANCA,NEO,argentina,NEO-0098,DNCI Nº 759/10,07/08/2015,06/08/2016, FIJO
ANCA, NEO,argentina,NEO-0099,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0099,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0100,DNCI Nº 759/10,03/06/2015,02/06/2016, FIJO
ANCA,NEO,argentina,NEO-0100,DNCI Nº 759/10,03/06/2015,02/06/2016, FIJO
ANCA, NEO,argentina,NEO-0104,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA,NEO,argentina,NEO-0104,DNCI Nº 759/10,10/07/2015,09/07/2016, FIJO
ANCA, NEO,argentina,NEO-0105,DNCI Nº 759/10,07/08/2015,06/08/2016, FIJO
ANCA,NEO,argentina,NEO-0105,DNCI Nº 759/10,07/08/2015,06/08/2016, FIJO
ANCA, NEO,argentina,NEO-0106,DNCI Nº 759/10,03/06/2015,02/06/2016, FIJO
ANCA,NEO,argentina,NEO-0106,DNCI Nº 759/10,03/06/2015,02/06/2016, FIJO
ANCA,NEO,argentina,NEO-0111,DNCI Nº 759/10,29/09/2015,28/09/2016, FIJO
ANCA,NEO,argentina,NEO-0112,DNCI Nº 759/10,29/09/2015,28/09/2016, FIJO
ANCA,NEO,argentina,NEO-0114,DNCI Nº 759/10,17/03/2016,16/03/2017, FIJO
ANCA,NEO,argentina,NEO-0115,DNCI Nº 759/10,17/03/2016,16/03/2017, FIJO
ANCA,NEO,argentina,NEO-0121,DNCI Nº 759/10,17/03/2016,16/03/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0001,DNCI Nº 256/15,01/09/2016,31/08/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0009,DNCI Nº 256/15,01/09/2016,31/08/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0014,DNCI Nº 256/15,23/11/2016,22/11/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0014,DNCI Nº 256/15,25/11/2015,24/11/2016, FIJO
ANCA,NEO REV 2,argentina,NEO-0017,DNCI Nº 256/15,15/06/2016,14/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0019,DNCI Nº 256/15,19/05/2016,18/05/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0020,DNCI Nº 256/15,18/04/2016,17/04/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0021,DNCI Nº 256/15,29/06/2016,28/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0023,DNCI Nº 256/15,21/06/2016,20/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0033,DNCI Nº 256/15,28/09/2016,27/09/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0034,DNCI Nº 256/15,01/09/2016,31/08/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0035,DNCI Nº 256/15,14/01/2016,13/01/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0035,DNCI Nº 759/10,10/01/2017,09/01/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0036,DNCI Nº 256/15,14/01/2016,13/01/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0036,DNCI Nº 759/10,10/01/2017,09/01/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0044,DNCI Nº 256/15,14/09/2016,13/09/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0046,DNCI Nº 256/15,28/09/2016,27/09/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0050,DNCI Nº 256/15,15/03/2017,14/03/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0050,DNCI Nº 256/15,17/03/2016,16/03/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0051,DNCI Nº 256/15,15/03/2017,14/03/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0051,DNCI Nº 256/15,21/03/2016,20/03/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0053,DNCI Nº 256/15,21/09/2016,20/09/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0057,DNCI Nº 256/15,15/11/2016,14/11/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0057,DNCI Nº 256/15,16/11/2015,15/11/2016, FIJO
ANCA,NEO REV 2,argentina,NEO-0058,DNCI Nº 256/15,14/10/2016,13/10/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0061,DNCI Nº 256/15,14/07/2016,13/07/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0063,DNCI Nº 256/15,10/04/2017,09/04/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0063,DNCI Nº 256/15,29/06/2016,28/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0064,DNCI Nº 256/15,10/04/2017,09/04/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0064,DNCI Nº 256/15,22/06/2016,21/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0065,DNCI Nº 256/15,29/06/2016,28/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0066,DNCI Nº 256/15,04/04/2017,03/04/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0066,DNCI Nº 256/15,29/06/2016,28/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0067,DNCI Nº 256/15,22/06/2016,21/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0068,DNCI Nº 256/15,27/09/2016,26/09/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0069,DNCI Nº 256/15,27/09/2016,26/09/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0075,DNCI Nº 256/15,15/03/2017,14/03/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0075,DNCI Nº 256/15,17/03/2016,16/03/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0081,DNCI Nº 256/15,15/03/2017,14/03/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0081,DNCI Nº 256/15,17/03/2016,16/03/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0082,DNCI Nº 256/15,15/03/2017,14/03/2018, FIJO
ANCA,NEO REV 2,argentina,NEO-0082,DNCI Nº 256/15,21/03/2016,20/03/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0084,DNCI Nº 256/15,06/12/2016,05/12/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0090,DNCI Nº 256/15,15/11/2016,14/11/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0090,DNCI Nº 256/15,16/11/2015,15/11/2016, FIJO
ANCA,NEO REV 2,argentina,NEO-0091,DNCI Nº 256/15,07/10/2016,06/10/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0091,DNCI Nº 256/15,19/10/2015,18/10/2016, FIJO
ANCA,NEO REV 2,argentina,NEO-0092,DNCI Nº 256/15,07/10/2016,06/10/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0092,DNCI Nº 256/15,19/10/2015,18/10/2016, FIJO
ANCA,NEO REV 2,argentina,NEO-0093,DNCI Nº 256/15,15/11/2016,14/11/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0093,DNCI Nº 256/15,16/11/2015,15/11/2016, FIJO
ANCA,NEO REV 2,argentina,NEO-0094,DNCI Nº 256/15,16/08/2016,15/08/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0095,DNCI Nº 256/15,06/12/2016,05/12/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0096,DNCI Nº 256/15,16/11/2015,15/11/2016, FIJO
ANCA,NEO REV 2,argentina,NEO-0096,DNCI Nº 256/15,28/10/2016,27/10/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0099,DNCI Nº 256/15,16/08/2016,15/08/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0105,DNCI Nº 256/15,21/06/2016,20/06/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0108,DNCI Nº 256/15,13/10/2016,12/10/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0109,DNCI Nº 256/15,08/04/2016,07/04/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0110,DNCI Nº 256/15,17/03/2016,16/03/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0110,DNCI Nº 256/15,29/12/2016,28/12/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0111,DNCI Nº 256/15,01/09/2016,31/08/2017, FIJO
ANCA,NEO REV 2,argentina,NEO-0112,DNCI Nº 256/15,01/09/2016,31/08/2017, FIJO
